gene	transcript	type	TSS	PolyA	strand
gene-GNAS	rna-XM_054323377.1	mRNA	60678742	60694318	+
gene-LOC101927932	rna-NR_126334.1	lnc_RNA	60671928	60646874	-
gene-LOC107985382	rna-XR_007089549.1	lnc_RNA	60750980	60728072	-
gene-LOC107985382	rna-XR_007089548.1	lnc_RNA	60739792	60728072	-
gene-NELFCD	rna-NM_198976.4	mRNA	60764379	60778213	+
gene-NELFCD	rna-XM_054323481.1	mRNA	60764379	60777336	+
gene-CTSZ	rna-NM_001336.4	mRNA	60790363	60778285	-
gene-TUBB1	rna-XM_054324080.1	mRNA	60799450	60809766	+
gene-TUBB1	rna-NM_030773.4	mRNA	60802539	60809766	+
gene-ATP5F1E	rna-NM_006886.4	mRNA	60815447	60808587	-
gene-SLMO2-ATP5E	rna-NR_037930.1	lnc_RNA	60825948	60811790	-
gene-PRELID3B	rna-NM_001256403.2	mRNA	60825888	60816257	-
gene-ZNF831	rna-XM_054322952.1	mRNA	60906489	61042392	+
gene-ZNF831	rna-XM_054322953.1	mRNA	60929372	61042392	+
gene-ZNF831	rna-XM_054322960.1	mRNA	60929372	60979163	+
gene-ZNF831	rna-XM_054322954.1	mRNA	60946586	61042392	+
gene-ZNF831	rna-XM_054322959.1	mRNA	60947102	61042392	+
gene-ZNF831	rna-XM_054322958.1	mRNA	60953144	61042392	+
gene-ZNF831	rna-XM_054322957.1	mRNA	60965196	61042392	+
gene-EDN3	rna-XM_054323135.1	mRNA	61083932	61109314	+
gene-PHACTR3	rna-NM_001199505.1	mRNA	61361725	61631998	+
gene-PHACTR3	rna-XM_054322924.1	mRNA	61363327	61631998	+
gene-PHACTR3	rna-XM_054322928.1	mRNA	61367731	61631998	+
gene-PHACTR3	rna-XM_054322923.1	mRNA	61367732	61631998	+
gene-PHACTR3	rna-NM_080672.5	mRNA	61388751	61631998	+
gene-PHACTR3	rna-XM_054322929.1	mRNA	61389443	61631998	+
gene-PHACTR3	rna-NM_001281507.2	mRNA	61412881	61631998	+
gene-PHACTR3	rna-XM_054322925.1	mRNA	61447419	61631998	+
gene-PHACTR3	rna-NM_001199506.2	mRNA	61460947	61631998	+
gene-PHACTR3	rna-NM_183244.2	mRNA	61505490	61631998	+
gene-PHACTR3-AS1	rna-NR_040513.1	lnc_RNA	61412520	61410695	-
gene-SYCP2	rna-XM_054322836.1	mRNA	61717908	61647854	-
gene-SYCP2	rna-XM_054322834.1	mRNA	61717627	61647854	-
gene-SYCP2	rna-XM_054322835.1	mRNA	61717610	61647854	-
gene-SYCP2	rna-XM_054322832.1	mRNA	61717561	61647854	-
gene-SYCP2	rna-XM_054322840.1	mRNA	61703840	61647854	-
gene-FAM217B	rna-NM_001190826.2	mRNA	61718050	61732951	+
gene-FAM217B	rna-NM_022106.3	mRNA	61724660	61732951	+
gene-PPP1R3D	rna-NM_006242.4	mRNA	61724576	61720934	-
gene-CDH26	rna-NM_177980.4	mRNA	61742678	61798784	+
gene-CDH26	rna-XM_054323793.1	mRNA	61770240	61822260	+
gene-CDH26	rna-NM_021810.6	mRNA	61780622	61798784	+
gene-LINC02910	rna-NR_161291.1	lnc_RNA	61840216	61857241	+
gene-LINC02910	rna-NR_126504.1	lnc_RNA	61840216	61842222	+
gene-LOC729296	rna-NR_109917.1	lnc_RNA	61871972	61885672	+
gene-MIR646HG	rna-NR_046099.1	lnc_RNA	61922777	62107445	+
gene-LOC105372698	rna-NR_171673.1	lnc_RNA	62040084	62071555	+
gene-LOC105372697	rna-XR_007089552.1	lnc_RNA	62129299	62117879	-
gene-LOC105372697	rna-XR_007089551.1	lnc_RNA	62129299	62118789	-
gene-LOC101928048	rna-NR_109903.1	lnc_RNA	62258330	62254959	-
gene-LOC124904945	rna-XR_007089553.1	lnc_RNA	62334636	62343074	+
gene-LOC105372699	rna-XR_007089557.1	lnc_RNA	62536040	62548601	+
gene-LOC105372699	rna-XR_007089556.1	lnc_RNA	62536043	62548601	+
gene-LOC105372699	rna-XR_007089559.1	lnc_RNA	62536069	62561400	+
gene-LOC105372699	rna-XR_007089560.1	lnc_RNA	62536069	62550703	+
gene-LOC105372699	rna-XR_007089554.1	lnc_RNA	62536069	62548601	+
gene-LOC105372700	rna-XR_007089562.1	lnc_RNA	62590292	62595167	+
gene-LINC01718	rna-NR_109919.1	lnc_RNA	62863272	62864387	+
gene-LOC105372701	rna-XR_007089563.1	lnc_RNA	62963560	62969604	+
gene-CDH4	rna-NM_001794.5	mRNA	63037437	63731678	+
gene-CDH4	rna-XM_054322812.1	mRNA	63038774	63731678	+
gene-CDH4	rna-XM_054322813.1	mRNA	63039256	63731678	+
gene-CDH4	rna-NM_001252338.2	mRNA	63288474	63731678	+
gene-CDH4	rna-NM_001252339.3	mRNA	63388877	63731678	+
gene-LOC105372703	rna-NR_187684.1	lnc_RNA	63225717	63221365	-
gene-LOC100128310	rna-NR_147702.1	lnc_RNA	63508802	63506559	-
gene-TAF4	rna-NM_003185.4	mRNA	63856684	63763184	-
gene-TAF4	rna-XM_054323940.1	mRNA	63856666	63763184	-
gene-LOC105372704	rna-XM_047446936.1	mRNA	63791964	63790064	-
gene-LOC105372705	rna-XR_007089475.1	lnc_RNA	63857259	63859242	+
gene-LOC105372706	rna-XR_007089477.1	lnc_RNA	63914652	63891941	-
gene-LOC105372706	rna-XR_007089476.1	lnc_RNA	63910898	63891941	-
gene-LOC105372706	rna-XR_007089478.1	lnc_RNA	63910898	63895870	-
gene-LSM14B	rna-XM_054323086.1	mRNA	63913342	63926241	+
gene-LSM14B	rna-XM_054323095.1	mRNA	63913950	63926241	+
gene-LSM14B	rna-XM_054323097.1	mRNA	63913957	63926241	+
gene-LSM14B	rna-XM_054323094.1	mRNA	63914009	63926241	+
gene-LSM14B	rna-XM_054323096.1	mRNA	63914029	63926241	+
gene-LSM14B	rna-XM_054323098.1	mRNA	63915559	63926241	+
gene-PSMA7	rna-NM_002792.4	mRNA	63934260	63927603	-
gene-SS18L1	rna-XM_054323321.1	mRNA	63934635	63973389	+
gene-SS18L1	rna-XM_054323320.1	mRNA	63934635	63967193	+
gene-SS18L1	rna-XM_054323322.1	mRNA	63935015	63973389	+
gene-SS18L1	rna-XM_054323325.1	mRNA	63949630	63973389	+
gene-SS18L1	rna-XM_054323324.1	mRNA	63950775	63973389	+
gene-MTG2	rna-XM_054323351.1	mRNA	63973903	63994442	+
gene-MTG2	rna-XM_054323350.1	mRNA	63979407	63994442	+
gene-HRH3	rna-NM_007232.3	mRNA	64011407	64006089	-
gene-HRH3	rna-XM_054322917.1	mRNA	64011407	64006099	-
gene-LOC105369209	rna-NR_160555.1	lnc_RNA	64019371	64027393	+
gene-OSBPL2	rna-NM_001363878.2	mRNA	64029613	64087135	+
gene-ADRM1	rna-XM_054322873.1	mRNA	64093844	64099810	+
gene-ADRM1	rna-NM_007002.4	mRNA	64093945	64099810	+
gene-LAMA5	rna-XM_054323446.1	mRNA	64163028	64100009	-
gene-LAMA5	rna-XM_054323448.1	mRNA	64132651	64100009	-
gene-LAMA5	rna-XM_054323447.1	mRNA	64163028	64101170	-
gene-LAMA5	rna-XM_054323449.1	mRNA	64163028	64114378	-
gene-LOC124904946	rna-XR_007089480.1	lnc_RNA	64134842	64143288	+
gene-LAMA5-AS1	rna-NR_109922.1	lnc_RNA	64148670	64152136	+
gene-LOC105372708	rna-XR_007089481.1	lnc_RNA	64174529	64169381	-
gene-RPS21-DT	rna-NR_186459.1	lnc_RNA	64183489	64182803	-
gene-RPS21	rna-NM_001024.4	mRNA	64183603	64185020	+
gene-CABLES2	rna-NM_031215.3	mRNA	64203828	64185134	-
gene-CABLES2	rna-XM_054324096.1	mRNA	64193092	64185134	-
gene-LOC105372709	rna-XR_007089482.1	lnc_RNA	64203437	64198775	-
gene-RBBP8NL	rna-NM_080833.3	mRNA	64224244	64206780	-
gene-LOC105372710	rna-NR_187662.1	lnc_RNA	64224535	64228210	+
gene-GATA5	rna-NM_080473.5	mRNA	64272969	64260441	-
gene-GATA5	rna-XM_054322988.1	mRNA	64272794	64260441	-
gene-LOC105372711	rna-XR_007089491.1	lnc_RNA	64277448	64288196	+
gene-LOC105376995	rna-XR_007089498.1	lnc_RNA	64332509	64335244	+
gene-LOC105376995	rna-XR_007089499.1	lnc_RNA	64332509	64333900	+
gene-CRMA	rna-NR_033263.1	lnc_RNA	64350085	64341586	-
gene-MIR1-1HG	rna-NR_171007.1	lnc_RNA	64348969	64369290	+
gene-LINC02970	rna-NR_184037.1	lnc_RNA	64402158	64392960	-
gene-LINC02970	rna-NR_184039.1	lnc_RNA	64402158	64396929	-
gene-SLCO4A1	rna-XM_054323385.1	mRNA	64441222	64489474	+
gene-SLCO4A1	rna-XM_054323380.1	mRNA	64441222	64483867	+
gene-SLCO4A1	rna-XM_054323383.1	mRNA	64441222	64470985	+
gene-SLCO4A1	rna-XM_054323387.1	mRNA	64441222	64466604	+
gene-SLCO4A1	rna-XM_054323382.1	mRNA	64441352	64470985	+
gene-SLCO4A1	rna-XM_054323384.1	mRNA	64441368	64470985	+
gene-SLCO4A1	rna-XM_054323386.1	mRNA	64441376	64484519	+
gene-SLCO4A1	rna-XM_054323381.1	mRNA	64441376	64483867	+
gene-SLCO4A1-AS2	rna-NR_183965.1	lnc_RNA	64450905	64447680	-
gene-SLCO4A1-AS1	rna-NR_024470.1	lnc_RNA	64465315	64461696	-
gene-NTSR1	rna-NM_002531.3	mRNA	64507558	64561761	+
gene-LINC00659	rna-NR_046225.1	lnc_RNA	64575848	64573113	-
gene-LOC105372716	rna-XR_007089504.1	lnc_RNA	64593254	64582210	-
gene-LOC105372716	rna-XR_007089507.1	lnc_RNA	64593254	64584530	-
gene-MRGBP	rna-NM_018270.6	mRNA	64595440	64600696	+
gene-OGFR-AS1	rna-NR_102430.1	lnc_RNA	64604552	64599594	-
gene-OGFR	rna-NM_007346.4	mRNA	64603806	64612956	+
gene-COL9A3	rna-XM_054322984.1	mRNA	64616006	64640719	+
gene-COL9A3	rna-XM_054322986.1	mRNA	64616006	64636092	+
gene-TCFL5	rna-XM_054322861.1	mRNA	64661384	64640565	-
gene-TCFL5	rna-XM_054322864.1	mRNA	64660522	64640565	-
gene-TCFL5	rna-XM_054322854.1	mRNA	64661384	64645264	-
gene-TCFL5	rna-XM_054322858.1	mRNA	64661384	64645671	-
gene-TCFL5	rna-XM_054322857.1	mRNA	64661384	64651049	-
gene-TCFL5	rna-NM_001301726.2	mRNA	64661384	64651051	-
gene-TCFL5	rna-XM_054322862.1	mRNA	64661384	64653577	-
gene-TCFL5	rna-XM_054322863.1	mRNA	64661360	64659687	-
gene-LOC105372717	rna-XR_007089510.1	lnc_RNA	64660973	64678879	+
gene-LOC105372717	rna-XR_007089508.1	lnc_RNA	64661028	64678879	+
gene-LOC105372717	rna-XR_007089509.1	lnc_RNA	64661028	64677987	+
gene-DIDO1	rna-NM_033081.3	mRNA	64738017	64677855	-
gene-DIDO1	rna-NM_001193369.2	mRNA	64726618	64677855	-
gene-DIDO1	rna-NM_080797.4	mRNA	64738017	64687326	-
gene-DIDO1	rna-NM_001193370.2	mRNA	64726618	64687326	-
gene-DIDO1	rna-NM_022105.5	mRNA	64738017	64705119	-
gene-DIDO1	rna-NM_080796.4	mRNA	64726618	64705119	-
gene-GID8	rna-XM_054323585.1	mRNA	64738260	64748595	+
gene-SLC17A9	rna-NM_001302643.2	mRNA	64752831	64769655	+
gene-SLC17A9	rna-XM_054323810.1	mRNA	64756975	64769655	+
gene-BHLHE23	rna-NM_080606.4	mRNA	64807303	64806266	-
gene-LINC01749	rna-NR_033370.1	lnc_RNA	64809722	64887928	+
gene-LOC105372718	rna-XR_007089512.1	lnc_RNA	64828355	64825750	-
gene-LOC105372718	rna-XR_007089513.1	lnc_RNA	64827623	64826785	-
gene-LINC00029	rna-NR_028295.1	lnc_RNA	64838603	64835828	-
gene-LINC01056	rna-NR_033369.1	lnc_RNA	64839566	64856008	+
gene-HAR1B	rna-NR_152601.1	lnc_RNA	64904920	64897542	-
gene-HAR1A	rna-NR_003244.2	lnc_RNA	64903341	64907431	+
gene-LOC105372719	rna-XR_007089514.1	lnc_RNA	64919279	64925530	+
gene-LOC105376996	rna-XR_007089515.1	lnc_RNA	64933319	64928323	-
gene-YTHDF1	rna-NM_017798.4	mRNA	65021442	65000751	-
gene-YTHDF1	rna-XM_054323556.1	mRNA	65020870	65000751	-
gene-BIRC7	rna-XM_054324012.1	mRNA	65041537	65046509	+
gene-BIRC7	rna-XM_054324014.1	mRNA	65041537	65045621	+
gene-BIRC7	rna-XM_054324011.1	mRNA	65041918	65046509	+
gene-NKAIN4	rna-XM_054322939.1	mRNA	65060427	65046798	-
gene-NKAIN4	rna-NM_001363718.1	mRNA	65059450	65046798	-
gene-LOC124904950	rna-XM_047446937.1	mRNA	65047760	65053597	+
gene-FLJ16779	rna-NR_024389.1	lnc_RNA	65059942	65067549	+
gene-ARFGAP1	rna-XM_054323682.1	mRNA	65078684	65095672	+
gene-ARFGAP1	rna-XM_054323680.1	mRNA	65078685	65095672	+
gene-ARFGAP1	rna-XM_054323678.1	mRNA	65078692	65095672	+
gene-ARFGAP1	rna-XM_054323683.1	mRNA	65078692	65092324	+
gene-ARFGAP1	rna-XM_054323679.1	mRNA	65079088	65095672	+
gene-COL20A1	rna-XM_054323777.1	mRNA	65099068	65141008	+
gene-COL20A1	rna-XM_054323778.1	mRNA	65099068	65135445	+
gene-CHRNA4	rna-NM_001256573.2	mRNA	65167971	65149371	-
gene-LOC100130587	rna-NR_110634.1	lnc_RNA	65166612	65179085	+
gene-LOC124904953	rna-XR_007089516.1	lnc_RNA	65189906	65183903	-
gene-KCNQ2	rna-XM_054323431.1	mRNA	65283533	65207871	-
gene-KCNQ2	rna-XM_054323429.1	mRNA	65270191	65207871	-
gene-KCNQ2	rna-XM_054323432.1	mRNA	65228102	65207871	-
gene-KCNQ2	rna-NM_172109.3	mRNA	65283533	65241349	-
gene-LOC105372724	rna-XR_007089517.1	lnc_RNA	65218928	65221013	+
gene-LOC105372721	rna-XR_007089518.1	lnc_RNA	65242890	65243762	+
gene-EEF1A2	rna-NM_001958.5	mRNA	65311764	65299507	-
gene-LOC105372725	rna-XR_007089520.1	lnc_RNA	65314746	65318556	+
gene-LOC102723814	rna-XR_007089519.1	lnc_RNA	65333364	65329953	-
gene-PPDPF	rna-NM_024299.4	mRNA	65333456	65334897	+
gene-PPDPF	rna-NM_001353423.2	mRNA	65333456	65334855	+
gene-PTK6	rna-NM_001256358.2	mRNA	65349972	65340690	-
gene-SRMS	rna-NM_080823.4	mRNA	65360345	65351085	-
gene-SRMS	rna-XM_054323918.1	mRNA	65356038	65352140	-
gene-FNDC11	rna-NM_024059.3	mRNA	65365616	65369304	+
gene-FNDC11	rna-XM_054323977.1	mRNA	65365639	65369291	+
gene-FNDC11	rna-XM_054323973.1	mRNA	65366272	65369291	+
gene-FNDC11	rna-NM_001319153.2	mRNA	65366755	65369291	+
gene-FNDC11	rna-XM_054323974.1	mRNA	65366755	65369265	+
gene-FNDC11	rna-XM_054323976.1	mRNA	65366939	65369291	+
gene-FNDC11	rna-XM_054323975.1	mRNA	65367771	65369291	+
gene-HELZ2	rna-NM_001037335.2	mRNA	65387687	65370682	-
gene-HELZ2	rna-XM_054324176.1	mRNA	65386622	65370682	-
gene-HELZ2	rna-NM_033405.3	mRNA	65380488	65370682	-
gene-GMEB2	rna-NM_012384.5	mRNA	65440973	65401052	-
gene-GMEB2	rna-XM_054323352.1	mRNA	65433779	65401052	-
gene-GMEB2	rna-XM_054323354.1	mRNA	65418280	65401052	-
gene-GMEB2	rna-XM_054323355.1	mRNA	65418264	65401052	-
gene-MHENCR	rna-NR_132417.1	lnc_RNA	65441107	65442696	+
gene-MHENCR	rna-NR_132418.1	lnc_RNA	65441107	65442580	+
gene-STMN3	rna-NM_015894.4	mRNA	65467539	65453598	-
gene-STMN3	rna-NM_001276310.2	mRNA	65466881	65453598	-
gene-RTEL1-TNFRSF6B	rna-NR_037882.1	lnc_RNA	65471930	65519003	+
gene-RTEL1	rna-NM_001283010.1	mRNA	65471930	65516558	+
gene-RTEL1	rna-NM_032957.5	mRNA	65472432	65516550	+
gene-TNFRSF6B	rna-NM_003823.4	mRNA	65516957	65518989	+
gene-ARFRP1	rna-NM_001267546.3	mRNA	65528282	65518952	-
gene-ARFRP1	rna-XM_054322822.1	mRNA	65528195	65518952	-
gene-ARFRP1	rna-XM_054322821.1	mRNA	65528159	65518952	-
gene-ARFRP1	rna-XM_054322820.1	mRNA	65528012	65518952	-
gene-ARFRP1	rna-XM_054322824.1	mRNA	65528174	65520907	-
gene-ARFRP1	rna-XM_054322823.1	mRNA	65528159	65520907	-
gene-ZGPAT	rna-NM_001083113.2	mRNA	65527748	65556417	+
gene-ZGPAT	rna-NM_032527.5	mRNA	65528345	65556417	+
gene-LIME1	rna-NM_001305654.2	mRNA	65555976	65559373	+
gene-LIME1	rna-NM_017806.4	mRNA	65556939	65559373	+
gene-SLC2A4RG	rna-NM_020062.4	mRNA	65560041	65564315	+
gene-ZBTB46	rna-XM_054322996.1	mRNA	65653840	65563935	-
gene-ZBTB46	rna-NM_001369741.1	mRNA	65651207	65563935	-
gene-ZBTB46	rna-XM_054322999.1	mRNA	65650773	65563935	-
gene-ZBTB46	rna-XM_054322998.1	mRNA	65650580	65563935	-
gene-ZBTB46	rna-NM_025224.4	mRNA	65625269	65563935	-
gene-ZBTB46	rna-XM_054323000.1	mRNA	65623355	65563935	-
gene-ZBTB46	rna-XM_054323001.1	mRNA	65650577	65588346	-
gene-ZBTB46	rna-XM_054323002.1	mRNA	65650576	65593960	-
gene-ZBTB46-AS2	rna-NR_186425.1	lnc_RNA	65564090	65566216	+
gene-ZBTB46-AS1	rna-NR_110081.1	lnc_RNA	65627877	65642823	+
gene-LOC112268269	rna-NR_165198.1	lnc_RNA	65684915	65681057	-
gene-ABHD16B	rna-NM_080622.4	mRNA	65681340	65682830	+
gene-TPD52L2	rna-NM_199360.3	mRNA	65685112	65711382	+
gene-DNAJC5	rna-NM_025219.3	mRNA	65714972	65755859	+
gene-DNAJC5	rna-XM_054324041.1	mRNA	65715036	65755859	+
gene-DNAJC5	rna-XM_054324043.1	mRNA	65737422	65755859	+
gene-DNAJC5	rna-XM_054324045.1	mRNA	65746015	65751036	+
gene-DNAJC5	rna-XM_054324040.1	mRNA	65746020	65755859	+
gene-DNAJC5	rna-XM_054324044.1	mRNA	65747150	65755859	+
gene-LOC124904951	rna-XM_054324298.1	mRNA	65737607	65740283	+
gene-UCKL1	rna-NM_001353481.2	mRNA	65777376	65759677	-
gene-UCKL1	rna-NM_001353478.2	mRNA	65772147	65759677	-
gene-UCKL1	rna-XM_054323574.1	mRNA	65768284	65759677	-
gene-UCKL1	rna-XM_054323577.1	mRNA	65766318	65759677	-
gene-UCKL1	rna-XM_054323569.1	mRNA	65766116	65759677	-
gene-UCKL1	rna-XM_054323582.1	mRNA	65765375	65759677	-
gene-UCKL1	rna-XM_054323570.1	mRNA	65777376	65760464	-
gene-UCKL1	rna-XM_054323576.1	mRNA	65777376	65760643	-
gene-UCKL1	rna-XM_054323578.1	mRNA	65777376	65760799	-
gene-UCKL1	rna-XM_054323580.1	mRNA	65777376	65760801	-
gene-UCKL1	rna-XM_054323558.1	mRNA	65777376	65760983	-
gene-UCKL1	rna-XM_054323575.1	mRNA	65777376	65763406	-
gene-UCKL1-AS1	rna-NR_027287.2	lnc_RNA	65774344	65777945	+
gene-ZNF512B	rna-NM_020713.3	mRNA	65789613	65777664	-
gene-ZNF512B	rna-XM_054323768.1	mRNA	65789335	65777664	-
gene-ZNF512B	rna-XM_054323769.1	mRNA	65789052	65777664	-
gene-SAMD10	rna-XM_054323004.1	mRNA	65799905	65793876	-
gene-SAMD10	rna-XM_054323005.1	mRNA	65799904	65793876	-
gene-SAMD10	rna-XM_054323007.1	mRNA	65799902	65793876	-
gene-SAMD10	rna-NM_080621.5	mRNA	65799403	65793876	-
gene-PRPF6	rna-NM_012469.4	mRNA	65800893	65853045	+
gene-C20orf204	rna-XM_054323388.1	mRNA	65853151	65858946	+
gene-C20orf204	rna-NM_001348090.2	mRNA	65853654	65858946	+
gene-C20orf204	rna-NM_001387010.1	mRNA	65856127	65858946	+
gene-SOX18	rna-NM_018419.3	mRNA	65869663	65867605	-
gene-TCEA2	rna-XM_054323951.1	mRNA	65875621	65892425	+
gene-TCEA2	rna-XM_054323943.1	mRNA	65876824	65892425	+
gene-TCEA2	rna-XM_054323945.1	mRNA	65876873	65892425	+
gene-TCEA2	rna-NM_198723.2	mRNA	65876998	65892425	+
gene-TCEA2	rna-XM_054323956.1	mRNA	65882545	65892425	+
gene-TCEA2	rna-XM_054323947.1	mRNA	65883225	65892425	+
gene-TCEA2	rna-XM_054323957.1	mRNA	65883442	65892425	+
gene-TCEA2	rna-XM_054323942.1	mRNA	65885615	65892425	+
gene-RGS19	rna-XM_054322828.1	mRNA	65900018	65893258	-
gene-RGS19	rna-XM_054322827.1	mRNA	65899939	65893258	-
gene-RGS19	rna-XM_054322826.1	mRNA	65899922	65893258	-
gene-RGS19	rna-XM_054322829.1	mRNA	65899572	65893258	-
gene-RGS19	rna-XM_054322825.1	mRNA	65899197	65893258	-
gene-OPRL1	rna-XM_054323463.1	mRNA	65900136	65922784	+
gene-OPRL1	rna-NM_182647.4	mRNA	65900136	65922774	+
gene-OPRL1	rna-XM_054323461.1	mRNA	65903666	65922784	+
gene-OPRL1	rna-XM_054323462.1	mRNA	65905053	65922784	+
gene-OPRL1	rna-NM_001200019.2	mRNA	65905053	65922774	+
gene-OPRL1	rna-XM_054323460.1	mRNA	65905224	65922784	+
gene-OPRL1	rna-NM_001318855.1	mRNA	65913437	65922784	+
gene-LKAAEAR1	rna-NM_001386971.1	mRNA	65905007	65903430	-
gene-LKAAEAR1	rna-NM_001353425.2	mRNA	65904452	65903430	-
gene-NPBWR2	rna-NM_005286.4	mRNA	65929662	65925943	-
gene-LOC105372727	rna-XR_007089523.1	lnc_RNA	65963101	65959340	-
gene-LOC105372727	rna-XR_007089521.1	lnc_RNA	65963143	65959637	-
gene-LOC105372727	rna-XR_007089522.1	lnc_RNA	65963101	65959671	-
gene-MYT1	rna-NM_004535.3	mRNA	65983954	66063028	+
gene-PCMTD2	rna-NM_018257.3	mRNA	66076523	66096785	+
gene-LOC124908102	rna-XM_047446938.1	mRNA	66187561	66202748	+
gene-LOC124908102	rna-XM_047446945.1	mRNA	66187561	66200712	+
gene-LOC124908102	rna-XM_047446951.1	mRNA	66187561	66200489	+
gene-LOC124908102	rna-XM_047446952.1	mRNA	66187561	66200478	+
gene-LOC124908102	rna-XM_047446943.1	mRNA	66187746	66202748	+
gene-LOC124908102	rna-XM_047446940.1	mRNA	66187747	66202748	+
gene-LOC124908102	rna-XM_047446944.1	mRNA	66187750	66202748	+
gene-LOC124908102	rna-XM_047446948.1	mRNA	66187753	66202748	+
gene-LOC124908102	rna-NM_001421892.1	mRNA	66187787	66202748	+
gene-LOC124908102	rna-XM_047446950.1	mRNA	66187805	66202748	+
gene-LOC124908102	rna-XM_047446947.1	mRNA	66192199	66202748	+
gene-LOC124908103	rna-XM_047446954.1	mRNA	66206058	66203391	-
gene-LOC124908103	rna-XM_047446956.1	mRNA	66205529	66203391	-
gene-LOC124908103	rna-XM_047446955.1	mRNA	66205421	66203391	-
